,artwork,titleLabel,materialLabel,genreLabel,collectionLabel,depictLabel,movementLabel,subjectLabel,creatorBirthPlaceLabel,creatorCountryLabel,creatorLabel,genderLabel,inceptionLabel,widthLabel,heightLabel,image,startTime,locLabel,artworkLabel,locatedLabel,endTime,countryLabel,instanceOfLabel,num_creators
534,http://www.wikidata.org/entity/Q3210253,,oil paint; canvas,religious art,Department of Paintings of the Louvre,barefoot; toe; flame; wall; brown hair; lower leg; table; human skull; book; contre-jour; light; shoulder; décolletage; knee; sitting; woman; shirt; mortification of the flesh; dress; crucifix; skirt; light source; long hair; oil lamp; Mary Magdalene; rope,Caravaggisti; classicism,Penitent Magdalene,Vic-sur-Seille,France,Georges de La Tour,male,1642,[94.0],[128.0],http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20de%20La%20Tour%20007.jpg,{'nan'},Louvre Museum,Magdalene with the Smoking Flame,,,France,painting,1
537,http://www.wikidata.org/entity/Q3213756,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,mother; boy; woman; Virgin Mary; Child Jesus,Renaissance,Madonna and Child,Venice,Italy,Jacopo Bellini,male,1440,[40.1],[60.2],http://commons.wikimedia.org/wiki/Special:FilePath/Jacopo%20Bellini-%20Madonna%20and%20Child.jpg,{'nan'},Louvre Museum,The Madonna of Humility Adored by a Prince of the House of Este,,,France,painting,1
538,http://www.wikidata.org/entity/Q3213787,,wood; oil paint,religious art,Department of Paintings of the Louvre,mother; boy; woman; Catherine of Alexandria; Virgin Mary; John the Baptist; aureola; Child Jesus,Renaissance; Umbrian school,Madonna and Child,Città della Pieve,Italy,Pietro Perugino,male,1495,[63.0],[81.0],http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat34.jpg,{'nan'},Louvre Museum,Madonna and Child with St. John the Baptist and St. Catherine of Alexandria,,,France,painting,1
539,http://www.wikidata.org/entity/Q3220986,Le Chancelier Séguier,oil paint; canvas,equestrian portrait; portrait,Department of Paintings of the Louvre,page; hat; horse; Pierre Séguier; man; minister; umbrella; judiciary; equestrianism; clothing,classicism,Pierre Séguier,Paris,France,Charles Le Brun,male,1650,[357.0],[295.0],http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Le%20Brun%20-%20Pierre%20S%C3%A9guier%2C%20chancelier%20de%20France%20%281655-1661%29.JPG,{'nan'},Louvre Museum,The Chancelor Séguier,,,France,painting,1
540,http://www.wikidata.org/entity/Q3221336,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,man; Jesus,Renaissance,Jesus,Venice,Italy,Giovanni Bellini,male,1465,[46.0],[58.0],http://commons.wikimedia.org/wiki/Special:FilePath/P1080761%20Louvre%20Bellini%20Christ%20b%C3%A9nissant%20RF2039%20rwk.JPG,{'nan'},Louvre Museum,Blessing Christ,,,France,painting,1
541,http://www.wikidata.org/entity/Q3225258,"Der Parnaß; Der Parnaß, Detail",tempera; oil paint; canvas,mythological painting,Department of Paintings of the Louvre,marriage; Linus; bed; quince; spring; lemon; Mercury; broom; rabbit; triumphal arch; Pegasus; Caduceus; Myrtus; Anteros; Venus; lyre; Vulcan; throwing weapon; folk dance; tree squirrel,Italian Renaissance,,Piazzola sul Brenta,Italy,Andrea Mantegna,male,1497,[192.0],[159.0],http://commons.wikimedia.org/wiki/Special:FilePath/La%20Parnasse%2C%20by%20Andrea%20Mantegna%2C%20from%20C2RMF%20retouched.jpg,{'nan'},Louvre Museum,Parnassus,,,France,painting,1
542,http://www.wikidata.org/entity/Q3225814,,gold; tempera; poplar wood,religious art,Department of Paintings of the Louvre,Mary Magdalene; rampart; soldier,Sienese School; International Gothic,Christ carrying the cross,Siena,Italy,Simone Martini,male,1335,[20.5],[30.0],http://commons.wikimedia.org/wiki/Special:FilePath/Simone%20Martini%20067.jpg,{'nan'},Louvre Museum,The Carrying of the Cross,,,France,painting,1
543,http://www.wikidata.org/entity/Q3226403,,oil paint; canvas,history painting,Department of Paintings of the Louvre,pain; cadaver; woman,neoclassicism,,Paris,France,Pierre-Narcisse Guérin,male,1799,[243.0],[217.0],http://commons.wikimedia.org/wiki/Special:FilePath/The%20Return%20of%20Marcus%20Sextus%201799%20Pierre-Narcisse%20Gu%C3%A9rin.jpg,{'nan'},Louvre Museum,The Return of Marcus Sextus,,,France,painting,1
544,http://www.wikidata.org/entity/Q3335976,,oil paint; canvas,battle painting,Department of Paintings of the Louvre,military uniform; cadaver; Battle of Eylau; Napoleon; 1795–1820 clothing; man; suffering; snow,neoclassicism; Pre-romanticism,,Paris,France,Antoine-Jean Gros,male,1807,[7.84],[5.21],http://commons.wikimedia.org/wiki/Special:FilePath/Gros%2C%20Napoleon%20at%20Eylau.jpg,{'nan'},Louvre Museum,Napoleon on the Battlefield of Eylau,,,France,painting,1
545,http://www.wikidata.org/entity/Q3349704,Officier de chasseurs à cheval de la garde impériale chargeant,oil paint; canvas,Romanticism; equestrian portrait; genre art,Department of Paintings of the Louvre,horse; man; sabre; equestrianism; moustache; mounted rifles; theater,Romanticism,,Rouen,France,Théodore Géricault,male,1812,[266.0],[349.0],http://commons.wikimedia.org/wiki/Special:FilePath/GericaultHorseman.jpg,{'nan'},Louvre Museum,The Charging Chasseur,,,France,painting,1
546,http://www.wikidata.org/entity/Q33826889,,oil paint; panel,religious art,Department of Paintings of the Louvre,Tobias; Raphael; Tobit,Mannerism,,Hemiksem,Belgium,Jan Sanders van Hemessen,male,1555,[172.0],[140.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20van%20Hemessen%20-%20Tobias%20Restores%20his%20Father%27s%20Sight%20-%20WGA11363.jpg,{'nan'},Louvre Museum,Tobias Cures his Father's Blindness,,,France,painting,1
547,http://www.wikidata.org/entity/Q3399374,Alexandre Lenoir,oil paint; oak,portrait,Department of Paintings of the Louvre,Order of the Golden Spur; order; 1795–1820 clothing; Alexandre Lenoir; table; man; peignoir; writing implement; wall; sitting; vest; Legion of Honour; black hair; quill; paper; inkwell; dress shirt,neoclassicism,Alexandre Lenoir,Paris,France,Jacques-Louis David,male,1816,[62.5],[76.5],http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Lenoir%20by%20Jacques%20Louis%20David.jpg,{'nan'},Louvre Museum,Portrait d'Alexandre Lenoir,,,France,painting,1
549,http://www.wikidata.org/entity/Q3399409,"Madame Pierre Sériziat, née Émilie Pécoul, et un de ses fils, Émile, né en 1793",oil paint; canvas,portrait,Department of Paintings of the Louvre,hat; dress; 1795–1820 clothing; blond hair; Émilie Sériziat; bouquet; smile; boy; sitting; woman; chestnut hair,neoclassicism,Émilie Sériziat,Paris,France,Jacques-Louis David,male,1795,[96.0],[131.0],http://commons.wikimedia.org/wiki/Special:FilePath/Madame-Seriziat%20Jacques-Louis-David%201795.jpg,{'nan'},Louvre Museum,Portrait of Émilie Sériziat and Her Son,,,France,painting,1
550,http://www.wikidata.org/entity/Q3399440,Portrait de Louis XIV en costume de sacre; Portrait of Louis XIV,oil paint; canvas,portrait,Department of Paintings of the Louvre,hand of justice; Mantle of France; costume; sceptre; wig; glove; Louis XIV of France; fleur-de-lis; embroidery; sculpture; drapery; lace; tights; crown; Order of the Holy Spirit; shoe; man; ermine; sword; Joyeuse,Baroque painting,Louis XIV of France,Perpignan,France,Hyacinthe Rigaud,male,1700,[194.0],[277.0],http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20XIV%20of%20France.jpg,{'nan'},Louvre Museum,Portrait of Louis XIV,,,France,painting,1
551,http://www.wikidata.org/entity/Q3399458,,wood; oil paint,portrait,Department of Paintings of the Louvre,Pierre Sériziat; sitting; man; 1795–1820 clothing,neoclassicism,,Paris,France,Jacques-Louis David,male,1795,[95.5],[129.0],http://commons.wikimedia.org/wiki/Special:FilePath/Seriziat.jpg,{'nan'},Louvre Museum,Portrait of Pierre Sériziat,,,France,painting,1
552,http://www.wikidata.org/entity/Q3399481,,oil paint; canvas,portrait,Department of Paintings of the Louvre,woman,neoclassicism,,Paris,France,Jacques-Louis David,male,1790,[98.0],[131.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20Portrait%20of%20the%20Marquise%20d%27Orvilliers%20-%20WGA6064.jpg,{'nan'},Louvre Museum,Portrait of the Marquise d'Orvilliers,,,France,painting,1
553,http://www.wikidata.org/entity/Q3399514,,wood; oil paint,portrait,Department of Paintings of the Louvre,Pius VII; man; 1795–1820 clothing,neoclassicism,Pius VII,Paris,France,Jacques-Louis David,male,1805,[71.5],[86.5],http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20018.jpg,{'nan'},Louvre Museum,Portrait of Pope Pius VII,,,France,painting,1
554,http://www.wikidata.org/entity/Q34383544,,copper; oil paint,mythological painting,Department of Paintings of the Louvre,Thetis; Peleus; putto; Hermes; wedding,Flemish Baroque painting,wedding of Peleus and Thetis,Brussels metropolitan area,Belgium,Jan Brueghel the Elder,male,1618,[78.0],[51.0],http://commons.wikimedia.org/wiki/Special:FilePath/Hendrick%20van%20Balen%20les%20noces%20de%20Th%C3%A9tis%20et%20de%20P%C3%A9l%C3%A9e.jpg,{'nan'},Louvre Museum,The Wedding of Thetis and Peleus,,,France,painting,1
555,http://www.wikidata.org/entity/Q3463874,,oil paint; canvas,religious art,Department of Paintings of the Louvre,nudity; trunk; sitting; umbilicus; John the Baptist,Italian Renaissance,John the Baptist in the wilderness,Urbino,Italy,Raphael,male,1516,[142.0],[135.0],http://commons.wikimedia.org/wiki/Special:FilePath/Sainte%20Jean-Baptiste%2C%20by%20Raffaello%20Sanzio%2C%20from%20C2RMF%20retouched.jpg,{'nan'},Louvre Museum,St. John the Baptist in the Wilderness,,,France,painting,1
556,http://www.wikidata.org/entity/Q3464081,,wood; oil paint,nude; religious art,Department of Paintings of the Louvre,column; terrace; Saint Sebastian; arrow; balustrade; pilaster,Renaissance; Umbrian school,martyrdom of Saint Sebastian,Città della Pieve,Italy,Pietro Perugino,male,1490,[116.0],[176.0],http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat22.jpg,{'nan'},Louvre Museum,Saint Sebastian,,,France,painting,1
558,http://www.wikidata.org/entity/Q3564156,Vénus anadyomène,oil paint; canvas,nude; mythological painting,Department of Paintings of the Louvre,Venus; sea; nudity; Pecten maximus; blond hair; shore; mons pubis; Aphrodite; hipshot; sky; long hair; umbilicus; breast; glabrousness; armpit; woman,Romanticism,Venus Anadyomene,El Limón,Dominican Republic,Théodore Chassériau,male,1838,[55.0],[65.5],http://commons.wikimedia.org/wiki/Special:FilePath/1838%20Th%C3%A9odore%20Chasseriau%20-%20Venus%20Anadyomene.jpg,{'nan'},Louvre Museum,Venus of the sea,,,France,painting,1
560,http://www.wikidata.org/entity/Q3605540,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Adoration of the Magi; boy; woman; adoration; Virgin Mary; Child Jesus,Sienese School,Adoration of the Magi,Cortona,Italy,Luca Signorelli,male,1493,[245.0],"[330.0, 331.0]",http://commons.wikimedia.org/wiki/Special:FilePath/Signorelli%2C%20adorazione%20dei%20magi%2C%20louvre%2000.jpg,{'nan'},Louvre Museum,Adoration of the Magi,,,France,painting,1
561,http://www.wikidata.org/entity/Q3605548,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Child Jesus; Virgin Mary; boy; woman,Baroque,Adoration of the shepherds,Naples,Italy,Luca Giordano,male,1688,[136.0],[115.0],http://commons.wikimedia.org/wiki/Special:FilePath/Adorazione%20dei%20Pastori.JPG,{'nan'},Louvre Museum,Adoration of the Shepherds,,,France,painting,1
562,http://www.wikidata.org/entity/Q3612410,,oil paint; canvas,allegory,Department of Paintings of the Louvre,Venus; marriage; Cupid; symbol; Vesta; arrow; Q17175103; cuirass; glass,High Renaissance; Venetian school,,Pieve di Cadore,Italy,Titian,male,1530,[107.0],[123.0],http://commons.wikimedia.org/wiki/Special:FilePath/Titien%20-%20Conjugal%20allegory%20-%20Louvre.jpg,{'nan'},Louvre Museum,Allegory of Marriage,,,France,painting,1
563,http://www.wikidata.org/entity/Q3612413,,oil paint; canvas,allegory,Department of Paintings of the Louvre,allegory; vice,Renaissance,,Correggio,Italy,Antonio da Correggio,male,1531,[88.0],[148.0],http://commons.wikimedia.org/wiki/Special:FilePath/Correggio%20037.jpg,{'nan'},Louvre Museum,Allegory of Vices,,,France,painting,1
565,http://www.wikidata.org/entity/Q3618186,,wood; oil paint,religious art,Department of Paintings of the Louvre,Annunciation; Virgin Mary; woman,High Renaissance,Annunciation,Anchiano,Italy,Leonardo da Vinci,male,1475,[60.0],[16.0],http://commons.wikimedia.org/wiki/Special:FilePath/L%27Annonciation%2C%20by%20Leonardo%20da%20Vinci%2C%20from%20C2RMF%20retouched.jpg,{'nan'},Louvre Museum,Annunciation,,,France,painting,1
578,http://www.wikidata.org/entity/Q3658719,,oil paint; canvas,allegory,Department of Paintings of the Louvre,breastfeeding; fire; charity; vase; woman; hazelnut; child,High Renaissance,,Florence,Italy,Andrea del Sarto,male,1518,[137.0],[185.0],http://commons.wikimedia.org/wiki/Special:FilePath/Wga%20andrea%20del%20Sarto%20charity.jpg,{'nan'},Louvre Museum,Charity,,,France,painting,1
580,http://www.wikidata.org/entity/Q3697655,,wood; tempera; poplar wood; oil paint,religious art,Department of Paintings of the Louvre,tomb; cadaver; man; Holy Wounds; sitting; angel; Jesus,High Renaissance,Jesus,Forlì,Italy,Marco Palmezzano,male,1510,[79.0],[81.0],http://commons.wikimedia.org/wiki/Special:FilePath/Palmezzano%20louvre.jpg,{'nan'},Louvre Museum,Dead Christ,,,France,painting,1
581,http://www.wikidata.org/entity/Q3697662,,oil paint; canvas,religious art,Department of Paintings of the Louvre,man; Jesus,High Renaissance,Christ carrying the cross,Venice,Italy,Lorenzo Lotto,male,1526,[60.0],[66.0],http://commons.wikimedia.org/wiki/Special:FilePath/Lotto-lorenzo%20Keresztet%20cipel%C5%91%20Krisztus%20%281526%29.jpg,{'nan'},Louvre Museum,The Carrying of the Cross,,,France,painting,1
582,http://www.wikidata.org/entity/Q3698197,,wood; tempera; oil paint; panel,religious art; Early Renaissance,Department of Paintings of the Louvre,Virgin Mary; man; Jesus,Italian Renaissance,crucifixion of Jesus,Piazzola sul Brenta,Italy,Andrea Mantegna,male,1456,[96.0],[76.0],http://commons.wikimedia.org/wiki/Special:FilePath/Mantegna%2C%20Andrea%20-%20crucifixion%20-%20Louvre%20from%20Predella%20San%20Zeno%20Altarpiece%20Verona.jpg,{'nan'},Louvre Museum,Crucifixion,,,France,painting,1
583,http://www.wikidata.org/entity/Q3698209,,fresco,religious art,Department of Paintings of the Louvre,Saint Dominic; man; woman; Virgin Mary; aureola; Jesus,Italian Renaissance,crucifixion of Jesus,Vicchio,Italy,Fra Angelico,male,1440,[260.0],[435.0],http://commons.wikimedia.org/wiki/Special:FilePath/Angelico%2C%20crocefissione%20con%20san%20domenico%2C%20louvre.jpg,{'nan'},Louvre Museum,Crucifixion,,,France,painting,1
584,http://www.wikidata.org/entity/Q3705716,,oil paint; canvas,religious art,Department of Paintings of the Louvre,man; long hair; woman; Mary Magdalene; Virgin Mary; Jesus,High Renaissance; Venetian school,entombment of Christ,Pieve di Cadore,Italy,Titian,male,1520,[212.0],[148.0],http://commons.wikimedia.org/wiki/Special:FilePath/Tizian%20028.jpg,{'nan'},Louvre Museum,The Entombment of Christ,,,France,painting,1
600,http://www.wikidata.org/entity/Q3802301,,tempera; oil paint; canvas,allegory,Department of Paintings of the Louvre,Anteros; Apollo; string instrument; lyre; bird; Cadmus; animal husbandry; Diana; watercourse; broad-leaved tree; ox; arrow; bow; sailing ship; courtyard; crown; cuirass; poetry,Italian Renaissance,,Ferrara,Italy,Lorenzo Costa,male,1505,[197.5],[164.5],http://commons.wikimedia.org/wiki/Special:FilePath/All%C3%A9gorie%20de%20la%20cour%20d%27Isabelle%20d%27Este%2C%20Costa%20%28Louvre%20INV%20255%29%2001.jpg,{'nan'},Louvre Museum,Allegory of Isabella d'Este's Coronation,,,France,painting,1
601,http://www.wikidata.org/entity/Q3814745,,wood; oil paint,genre art,Department of Paintings of the Louvre,kermesse,Flemish Baroque painting,kermesse,Siegen,Germany,Peter Paul Rubens,male,1635,[261.0],[149.0],http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20014.jpg,{'nan'},Louvre Museum,The Village Fête,,,France,painting,1
603,http://www.wikidata.org/entity/Q3842437,,wood; oil paint,religious art,Department of Paintings of the Louvre,mother; boy; woman; Virgin Mary; Child Jesus,Mannerism,sacra conversazione; Madonna and Child,Empoli,Italy,Pontormo,male,1528,[176.0],[228.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jacopo%20Pontormo%20-%20Madonna%20and%20Child%20with%20St%20Anne%20and%20Other%20Saints%20-%20WGA18100.jpg,{'nan'},Louvre Museum,Madonna and Child with Saint Anna and Four Saints,,,France,painting,1
604,http://www.wikidata.org/entity/Q3842509,,oil paint; canvas,religious art,Department of Paintings of the Louvre,cloud; man; mother; broad-leaved tree; boy; woman; angel; Virgin Mary; Child Jesus,Baroque painting,Madonna and Child,Antwerp,Belgium,Anthony van Dyck,male,1630,[191.0],[250.0],http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Virgin%20with%20Donors%20-%20WGA07448.jpg,{'nan'},Louvre Museum,Madonna with Two Donors,,,France,painting,1
605,http://www.wikidata.org/entity/Q3842600,,wood; poplar wood; oil paint,religious art,Department of Paintings of the Louvre,Elizabeth; mother; Child Jesus; boy; woman; angel; Virgin Mary; John the Baptist; flight into Egypt; child,High Renaissance,Madonna and Child,Florence,Italy,Andrea del Sarto,male,1515,[108.0],[141.2],http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20del%20Sarto%20-%20Madonna%20and%20Child%20with%20St%20Elisabeth%2C%20the%20Infant%20St%20John%2C%20and%20Two%20Angels%20-%20WGA00373.jpg,{'nan'},Louvre Museum,"Madonna and Child with St Elisabeth, the Infant St John, and Two Angels",,,France,painting,1
606,http://www.wikidata.org/entity/Q3851963,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,boy; woman; Catherine of Alexandria; Virgin Mary; Child Jesus,High Renaissance; Mannerism,Bride of Christ,Parma,Italy,Parmigianino,male,1528,[27.0],[20.0],http://commons.wikimedia.org/wiki/Special:FilePath/Parmigianino%2C%20matrimonio%20mistico%20di%20santa%20caterina%2C%20louvre.jpg,{'nan'},Louvre Museum,Mystic Marriage of St. Catherine,,,France,painting,1
607,http://www.wikidata.org/entity/Q3851966,,poplar wood; wood; oil paint,religious art,Department of Paintings of the Louvre,nudity; rural area; man; sky; smile; boy; tree; arrow; Catherine of Alexandria; Saint Sebastian; martyr; woman; Virgin Mary; Child Jesus,Renaissance,Mystic marriage of Saint Catherine of Alexandria,Correggio,Italy,Antonio da Correggio,male,1526,[102.0],[105.0],http://commons.wikimedia.org/wiki/Special:FilePath/Correggio%20-%20Mystic%20Marriage%20of%20Saint%20Catherine%20with%20Saint%20Sebastian%20-%20Louvre.jpg,{'nan'},Louvre Museum,Mystic Marriage of Saint Catherine of Alexandria with Saint Sebastian,1st arrondissement of Paris,,France,painting,1
608,http://www.wikidata.org/entity/Q3851971,Vermählung der Hl. Katharina,wood; oil paint,religious art,Department of Paintings of the Louvre,mother; Catherine of Siena; boy; woman; Virgin Mary; Child Jesus,Renaissance,sacra conversazione; Mystic marriage of Saint Catherine of Siena,Prato,Italy,Fra Bartolomeo,male,1511,[228.0],[257.0],http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20Bartolomeo%20005.jpg,{'nan'},Louvre Museum,The Mystic Marriage of Saint Catherine of Siena,,,France,painting,1
609,http://www.wikidata.org/entity/Q3858366,,wood; oil paint,mythological painting,Department of Paintings of the Louvre,helmet; Minerva; frieze; shield; spear; pilaster; cuirass,Renaissance,,Prato,Italy,Fra Bartolomeo,male,1490,[59.0],[117.0],http://commons.wikimedia.org/wiki/Special:FilePath/Minerva%2C%20fra%20bartolomeo.jpg,{'nan'},Louvre Museum,Minerva,,,France,painting,1
610,http://www.wikidata.org/entity/Q3873242,,poplar wood; tempera; oil paint,religious art,Department of Paintings of the Louvre,bed; Zechariah; writing; baby; birth; John the Baptist,Sienese School,birth of John the Baptist,Cortona,Italy,Luca Signorelli,male,1485,[70.0],[31.5],http://commons.wikimedia.org/wiki/Special:FilePath/Signorelli%2C%20birth%20of%20st.%20john%20the%20baptist.jpg,{'nan'},Louvre Museum,The Birth of St. John the Baptist,,,France,painting,1
611,http://www.wikidata.org/entity/Q3889196,,wood; oil paint,religious painting,Department of Paintings of the Louvre,mother; boy; woman; Virgin Mary; Child Jesus; The Virgin and Child with Saints,Renaissance,sacra conversazione; Madonna and Child,Florence,Italy,Filippo Lippi,male,1437,[244.0],[208.0],http://commons.wikimedia.org/wiki/Special:FilePath/Pala%20barbadori%2C%20louvre%2C%20lippi.jpg,{'nan'},Louvre Museum,Barbadori Altarpiece,,,France,painting,1
612,http://www.wikidata.org/entity/Q3904400,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Mary Magdalene; John the Apostle; Virgin Mary; Jesus,Mannerism,Pietà,Florence,Italy,Rosso Fiorentino,male,1530,[163.0],[127.0],http://commons.wikimedia.org/wiki/Special:FilePath/Rosso%20Fiorentino%20-%20Piet%C3%A0%20-%20WGA20135.jpg,{'nan'},Louvre Museum,Pietà,,,France,painting,1
613,http://www.wikidata.org/entity/Q3910907,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,Child Jesus; Virgin Mary; boy; woman,International Gothic,Presentation of Jesus at the Temple,Fabriano,Italy,Gentile da Fabriano,male,1423,[66.0],[26.5],http://commons.wikimedia.org/wiki/Special:FilePath/Presentazione%20al%20Tempio%20%28Gentile%20da%20Fabriano%29%20restored%2C%20louvre.jpg,{'nan'},Louvre Museum,Presentation of Christ in the Temple,,,France,painting,1
614,http://www.wikidata.org/entity/Q3918344,Esther se parant pour être présentée au roi Assuerus,oil paint; canvas,nude; religious art,Department of Paintings of the Louvre,"barefoot; jewelry box; sky; domestic worker; toplessness; headscarf; hairstyle; umbilicus; kneeling; blond hair; nipple; waist; necklace; black people; eunuch; areola; sitting; woman; armpit; Esther; clothed male, naked female; bracelet; man; long hair; tree; breast; Hegai; White people",Romanticism,washing,El Limón,Dominican Republic,Théodore Chassériau,male,1841,[35.5],[45.5],http://commons.wikimedia.org/wiki/Special:FilePath/Chass%C3%A9riau%20Esther%201841.jpg,{'nan'},Louvre Museum,The Toilette of Esther,,,France,painting,1
616,http://www.wikidata.org/entity/Q3937403,,oil paint; canvas,portrait,Department of Paintings of the Louvre,man,High Renaissance; Venetian school,,Pieve di Cadore,Italy,Titian,male,1520,[96.0],[118.0],http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20131.jpg,{'nan'},Louvre Museum,"Portrait of a Man, Hand on His Belt",,,France,painting,1
618,http://www.wikidata.org/entity/Q3937485,"Charles I at the Hunt; Charles Ier, roi d'Angleterre (1600 - 1649), à la chasse",oil paint; canvas,equestrian portrait; portrait,Department of Paintings of the Louvre,horse; Charles I of England; standing; man; broad-leaved tree; equestrianism; domestic worker; boot,Baroque painting,hunting,Antwerp,Belgium,Anthony van Dyck,male,1635,[207.0],[266.0],http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20I%20of%20England.jpg,{'nan'},Louvre Museum,Charles I at the Hunt,,,France,painting,1
619,http://www.wikidata.org/entity/Q3937488,,oil paint; canvas,portrait,Department of Paintings of the Louvre,"Charles I Louis, Elector Palatine; body armor; Greenwich armour; family; Prince Rupert of the Rhine",Baroque painting,family,Antwerp,Belgium,Anthony van Dyck,male,1637,[152.0],[132.0],http://commons.wikimedia.org/wiki/Special:FilePath/Princes%20Palatins%20Van%20Dyck.jpg,{'nan'},Louvre Museum,Portrait of the Princes Palatine,,,France,painting,1
624,http://www.wikidata.org/entity/Q3937764,Porträt eines Goldschmiedes,poplar wood; oil paint,portrait,Department of Paintings of the Louvre,hat; man,Mannerism,,Empoli,Italy,Pontormo,male,1517,[53.0],[70.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jacopo%20Pontormo%20061.jpg,{'nan'},Louvre Museum,Portrait of an Engraver of Semi-Precious Stones,,,France,painting,1
625,http://www.wikidata.org/entity/Q3944476,,oil paint; canvas,religious art,Department of Paintings of the Louvre,boy; Child Saint John; woman; Virgin Mary; Child Jesus,High Renaissance,Holy Family,Venice,Italy,Lorenzo Lotto,male,1536,[237.0],[150.0],http://commons.wikimedia.org/wiki/Special:FilePath/Lotto%2C%20sacra%20famiglia%2C%20angeli%20e%20santi%20louvre.jpg,{'nan'},Louvre Museum,Holy Family with St. John the Baptist,,,France,painting,1
626,http://www.wikidata.org/entity/Q3947312,,wood; oil paint,religious art,Department of Paintings of the Louvre,Jerome,High Renaissance,Jerome,Venice,Italy,Lorenzo Lotto,male,1506,[40.0],[48.0],http://commons.wikimedia.org/wiki/Special:FilePath/Lorenzo%20Lotto%20026.jpg,{'nan'},Louvre Museum,St. Jerome in the Wilderness,,,France,painting,1
627,http://www.wikidata.org/entity/Q3947319,,oil paint; canvas,religious art,Department of Paintings of the Louvre,hat; crucifix; prayer; penance; cardinal; Jerome,High Renaissance; Venetian school,Saint Jerome in the wilderness,Pieve di Cadore,Italy,Titian,male,1531,[102.0],[80.0],http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%2C%20san%20girolamo%20penitente.jpg,{'nan'},Louvre Museum,St. Jerome in Penitence,,,France,painting,1
628,http://www.wikidata.org/entity/Q3967207,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Virgin Mary; wedding,Baroque,marriage of the Virgin,Naples,Italy,Luca Giordano,male,1688,[355.0],[155.0],http://commons.wikimedia.org/wiki/Special:FilePath/F0402%20Louvre%20Giordano%20Mariage%20Vierge%20MI868%20rwk.jpg,{'nan'},Louvre Museum,The Marriage of the Virgin,,,France,painting,1
630,http://www.wikidata.org/entity/Q3985176,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,platter; beard; table; John the Baptist; human head,Renaissance,,Milan,Italy,Andrea Solari,male,1507,[43.0],[46.0],http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20solario%2C%20testa%20del%20battista.jpg,{'nan'},Louvre Museum,The Head of Saint John the Baptist on a Charger,,,France,painting,1
632,http://www.wikidata.org/entity/Q3999110,,oil paint; panel,religious art,Department of Paintings of the Louvre; Sabauda Gallery,angel; Annunciation; Virgin Mary; woman,Flemish Primitives,Annunciation,Tournai,Belgium,Rogier van der Weyden,male,1434,"[93.0, 166.0]",[86.0],http://commons.wikimedia.org/wiki/Special:FilePath/Rogier%20van%20der%20Weyden%20-%20Annunciation%20Triptych%20-%20WGA25590.jpg,{'nan'},Louvre Museum,Annunciation Triptych,,,France,painting,1
634,http://www.wikidata.org/entity/Q405814,,oil paint,allegory,Department of Paintings of the Louvre,ship of fools,Flemish Primitives,,'s-Hertogenbosch,Netherlands,Hieronymus Bosch,male,1500,[32.5],[58.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jheronimus%20Bosch%20011.jpg,{'nan'},Louvre Museum,Ship of Fools,,,France,painting,1
635,http://www.wikidata.org/entity/Q4126304,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Mary Magdalene; Martha,Baroque,Raising of Lazarus,Cento,Italy,Guercino,male,1619,[233.0],[201.0],http://commons.wikimedia.org/wiki/Special:FilePath/Guercino%20Res%20Lazzaro%202.jpg,{'nan'},Louvre Museum,The Raising of Lazarus,,,France,painting,1
